SAF	33	0-6/0-3	CO	0	Y150	Group	"From FTL: 5
From FTS: 8
From 2xFTS: 6"	See (520.1): 10	0.0	Special Attack Force
FXP	11	0-4F/0-2	SO	0	Y150	FEDX(4)	None	One/year: 5	0.0	"Federation Express fast courier, can carry 1 EP, ADM, MG, PT, DIP; speed
8. See special rule (539.3)."
ENG	NA	0-8/0-4	SO	0	Y166	—NA—	—NA—	Schedule: 20	0.0	Engineer Regiment see rule (541.0). Moves like a military convoy.
MC	20	2-10(6)/None	AO	0	Y175	—NA—	None	(526.14): 12+6	0.0	Military convoy (526.1); Cargo = 15EP
OPB	45	10◆/5	SO	6	Y175	OPB(3)	None	One/turn: 15	0.0	Operational Base, moves as military convoy. (2 EW:5 AF), (1 EW:10 AF).
LTF	Group	"6-27(6)[24]/
3-13(3)[12]"	AO	0	Y178	Group	None	See (526.2)	6.0	Logistics Task Force (526.2)
REPAIR DOCKS										
FRD	10	1-4/None	F&E	0	Y139	FRD(2)	—NA—	(431.2): 10	0.0	See (421.0)
FRD+	10	1-4(6)/None	AO	0	Y165	FRD(2)	From FRD: 2+6	(431.2): 10+6	0.0	See (421.0) With fighter modules
PRD	Future	0-2/None	PO	0	Y170	—NA—	—NA—	(425.11):  3 / 5 / 7	0.0	Planetary Repair Dock
FRX	R1.81	1-6/None	AO	0	Y182	FRD(2)	From FRD: 10	For FRD: 12	0.0	X-unit; repairs X-ships without penalty.
BASES										
BS	R1.3	10(6)◆/5(3)◆	CO	8	Y120	BS(3)	From MB: 5+6	—NA—	0.0	See (444.0).
BATS	2	"12(12)◆/
6(6)◆"	F&E	9	Y181	BATS(2)	"From MB: 9+6
From BS: 4 (444.31)"	—NA—	0.0	See (433.41), (441.0), and (510.3)
BATS	2	"12(9H6)◆/
6P(4H▲3)◆"	AO	9	Y130	BATS(2)	"From MB: 9+6
From BS: 4 (444.31)"	—NA—	0.0	See (433.41), (441.0), and (510.3)
MB	24	8◆/4	F&E	6	Y139	MB(3)	—NA—	(431.2): 10	0.0	See (510.2); EW=1
SB	R1.1	"36(24)◆/
18(12)◆"	F&E	10	Y181	SB(1)	From BATS: 30+6	—NA—	0.0	"Starbase. See (433.41), (441.0), and
(510.3)"
SB	R1.1	"36(18H12)◆/
18(9H6)◆"	AO	10	Y140	SB(1)	From BATS: 30+6	—NA—	0.0	"Starbase. See (433.41), (441.0), and
(510.3)"
Ftr-Module	4	0(3)/0(1▲)	AO	0	Y165	—NA—	None	(441.4): 1+3	0.0	Fighter module for base or FRD
Ftr-Depot	NA	0[6]/0	FO	0	Y172	—NA—	None	(443.3): 6	0.0	See (443.0).
STB	47	"12-24(6)◆
/6-12(3)◆"	SO	9	Y175	STB(2)	From BATS: 12+ftrs From BS: 15+ftrs	Upgrade Only	0.0	Sector Base; see EW chart.
"PWR
module"	17	0/0	AO	0	Y178	—NA—	None	Built: 2	0.0	Power module for base (441.5)
BTX	202	"18(9H6)◆/
9(4▲3)◆"	AO	10	Y182	BATS (2)	"From BATS: 18
From MB: 27+6
From BS: 22"	—NA—	0.0	X-unit; see EW Chart; Feds have F111s not PFs.
Designation	"SFB
Ref #"	Factors On Counter	Product	Cmnd (754.0)	Date Avail	Base Hull; Size (755.0)	Conversion Cost, Source	Build Cost or Substitution	Salvage (439.0)	Notes and Special Cases; EW, Shock
BSX	202B	16(6)◆/8(3)◆	Future	9	Y182	BS(3)	"From BS: 12
From MB: 8+6"	—NA—	0.0	See (444.0).
SBX	201	"54(18H12)◆/
27(9H6)◆"	AO	11	Y182	SB(1)	"From SB: 24
From BTX: 45+6"	—NA—	0.0	StarbaseX-Unit; see EW Chart.
STX	R1. A11	"18-36(6)◆
/9-18(3)◆"	SO	10	Y183	STB(2)	"From STB: 10 EP +
10 XTP + Ftrs/PFs."	Upgrade Only	0.0	X-Unit; Sector Base; see EW chart.
STF										Stellar Fortress
PLANETARY UNITS										
PGB	14	3/None	AO	0	Y119	—NA—	—NA—	"Built: 3
Self-Gen: 4
Upgrade: 6"	0.0	Planetary Ground Base (no fighters)
C-BASE	NA	8/None	PO	0	Y166	—NA—	From Colony: 7	—NA—	0.0	Colony Base, see rule (446.5).
COLONY	NA	0/None	PO	0	Y166	—NA—	—NA—	(446.13): 2+2+2	0.0	Colony, see rule (446.0)
PDU	14	3(6)/None	F&E	0	Y167	—NA—	From PGB (441.3)	"Built: 4+3
Self-Gen: 5+3
Upgrade: 7+3"	0.0	See (508.1) and (431.2).
Shipyard	Future	0/None	PO	0	Y170	—NA—	—NA—	(450.12): varies	0.0	Secondary Shipyard, see rules.
MARKERS AND SPECIAL UNITS										
Prime Team	G32	Prime Team	CO	0	Y120	—NA—	—NA—	(522.11): 5	0.0	Prime Team
DIP	NA	DIP	SO	0	Y160	—NA—	NA	One/year: 10 (or more)	0.0	Diplomatic Team, see rule (540.0).
ADM ★	NA	ADM ★	AO	1	Y168	—NA—	—NA—	(316.32): 0	0.0	Admiral
Marine	NA	★★	PO	1	"Y171
(War)"	—NA—	—NA—	(321.12): 5	0.0	Marine Major General, See (321.0).
MEGA-A10	J16	(+2-0)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 5	0.0	Megafighter Packs
MEGA-A20	J16	(+1-0V)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 3	0.0	Megafighter Packs
MEGA-F111	J16	(+1-0H)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 3	0.0	Megafighter Packs
MEGA-F14	J16	(+2-0)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 5	0.0	Megafighter Packs
MEGA-F15	J16	(+2-0)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 5	0.0	Megafighter Packs
MEGA-F16	J16	(+2-0)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 3	0.0	Megafighter Packs
MEGA-F18	J16	(+2-0)/None	PO	0	Y179(A)	—NA—	—NA—	(535.14): 5	0.0	Megafighter Packs
Z-SYMBOLS USED: ◆ = scout; § = can be in battle group, ‡ = two-step conversion, ■ = carrier escort, ★ = leader, ▲ = half factor of fighters.										
